pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,seed,wins,losses,winp,cwins,closses,cwinp,year,team0,team1,result
-251.0,-5.357,-87.0,-237.0,0.011,-48.0,-105.0,-0.021,-29.0,-115.0,0.053,-126.0,-3.522,39.0,1.93,-86.0,-1.561,-102.0,-2.726,-100.0,-2.895,-63.0,-1.82,-5.0,0.288,-163.0,-4.397,13.0,-1.0,0.0,-0.008,2.0,0.0,0.034,2010.0,North Texas,Kansas State,1.0
125.0,3.907,96.0,110.0,0.023,39.0,72.0,0.023,-106.0,-169.0,0.008,42.0,1.312,-39.0,-1.219,3.0,0.094,189.0,5.906,106.0,3.312,75.0,2.343,72.0,2.25,-111.0,-3.468,-7.0,1.0,-1.0,0.032,3.0,1.0,-0.024,2010.0,Syracuse,Gonzaga,0.0
-125.0,-3.907,-96.0,-110.0,-0.023,-39.0,-72.0,-0.023,106.0,169.0,-0.008,-42.0,-1.312,39.0,1.219,-3.0,-0.094,-189.0,-5.906,-106.0,-3.312,-75.0,-2.343,-72.0,-2.25,111.0,3.468,7.0,-1.0,1.0,-0.032,-3.0,-1.0,0.024,2010.0,Gonzaga,Syracuse,1.0
390.0,7.347,206.0,250.0,0.05,-6.0,-62.0,0.026,-16.0,26.0,-0.045,128.0,3.287,67.0,0.659,193.0,3.884,121.0,2.806,121.0,3.156,110.0,3.09,100.0,2.224,-12.0,-1.441,8.0,0.0,2.0,-0.057,-1.0,1.0,-0.056,2010.0,Butler,Murray State,0.0
-390.0,-7.347,-206.0,-250.0,-0.05,6.0,62.0,-0.026,16.0,-26.0,0.045,-128.0,-3.287,-67.0,-0.659,-193.0,-3.884,-121.0,-2.806,-121.0,-3.156,-110.0,-3.09,-100.0,-2.224,12.0,1.441,-8.0,0.0,-2.0,0.057,1.0,-1.0,0.056,2010.0,Murray State,Butler,1.0
382.0,11.937,129.0,201.0,0.02,53.0,105.0,0.029,71.0,81.0,0.018,3.0,0.094,98.0,3.063,101.0,3.156,-48.0,-1.5,54.0,1.687,-12.0,-0.376,34.0,1.062,51.0,1.594,3.0,2.0,-2.0,0.062,1.0,-3.0,0.153,2010.0,Pittsburgh,Xavier,1.0
-382.0,-11.937,-129.0,-201.0,-0.02,-53.0,-105.0,-0.029,-71.0,-81.0,-0.018,-3.0,-0.094,-98.0,-3.063,-101.0,-3.156,48.0,1.5,-54.0,-1.687,12.0,0.376,-34.0,-1.062,-51.0,-1.594,-3.0,-2.0,2.0,-0.062,-1.0,3.0,-0.153,2010.0,Xavier,Pittsburgh,0.0
195.0,3.395,104.0,72.0,0.036,55.0,37.0,0.063,-68.0,-242.0,0.121,-142.0,-4.568,125.0,3.007,-16.0,-1.532,56.0,1.212,46.0,1.138,-35.0,-1.17,-81.0,-2.8,-156.0,-5.244,5.0,4.0,-3.0,0.095,2.0,-2.0,0.124,2010.0,Kansas State,Brigham Young,0.0
-195.0,-3.395,-104.0,-72.0,-0.036,-55.0,-37.0,-0.063,68.0,242.0,-0.121,142.0,4.568,-125.0,-3.007,16.0,1.532,-56.0,-1.212,-46.0,-1.138,35.0,1.17,81.0,2.8,156.0,5.244,-5.0,-4.0,3.0,-0.095,-2.0,2.0,-0.124,2010.0,Brigham Young,Kansas State,1.0
364.0,11.375,235.0,259.0,0.063,-1.0,-74.0,0.043,-105.0,-69.0,-0.077,97.0,3.031,77.0,2.407,173.0,5.406,210.0,6.563,101.0,3.156,131.0,4.093,91.0,2.843,-125.0,-3.906,-4.0,-4.0,4.0,-0.125,-3.0,3.0,-0.167,2010.0,Syracuse,Butler,1.0
-364.0,-11.375,-235.0,-259.0,-0.063,1.0,74.0,-0.043,105.0,69.0,0.077,-97.0,-3.031,-77.0,-2.407,-173.0,-5.406,-210.0,-6.563,-101.0,-3.156,-131.0,-4.093,-91.0,-2.843,125.0,3.906,4.0,4.0,-4.0,0.125,3.0,-3.0,0.167,2010.0,Butler,Syracuse,0.0
65.0,-0.455,-15.0,37.0,-0.016,-1.0,24.0,-0.016,96.0,203.0,-0.048,89.0,2.365,-111.0,-4.18,-22.0,-1.814,30.0,0.476,25.0,0.552,35.0,0.946,51.0,1.15,136.0,3.553,-4.0,0.0,1.0,-0.023,-3.0,3.0,-0.187,2010.0,Kansas State,Xavier,0.0
-65.0,0.455,15.0,-37.0,0.016,1.0,-24.0,0.016,-96.0,-203.0,0.048,-89.0,-2.365,111.0,4.18,22.0,1.814,-30.0,-0.476,-25.0,-0.552,-35.0,-0.946,-51.0,-1.15,-136.0,-3.553,4.0,0.0,-1.0,0.023,3.0,-3.0,0.187,2010.0,Xavier,Kansas State,1.0
383.0,9.482,141.0,324.0,-0.003,6.0,-8.0,0.014,95.0,239.0,-0.083,179.0,5.178,37.0,0.446,215.0,5.592,78.0,1.976,23.0,0.489,78.0,2.289,79.0,2.024,144.0,3.803,-3.0,-6.0,7.0,-0.211,-7.0,5.0,-0.312,2010.0,Kansas State,Butler,1.0
-383.0,-9.482,-141.0,-324.0,0.003,-6.0,8.0,-0.014,-95.0,-239.0,0.083,-179.0,-5.178,-37.0,-0.446,-215.0,-5.592,-78.0,-1.976,-23.0,-0.489,-78.0,-2.289,-79.0,-2.024,-144.0,-3.803,3.0,6.0,-7.0,0.211,7.0,-5.0,0.312,2010.0,Butler,Kansas State,0.0
341.0,10.029,120.0,74.0,0.044,30.0,37.0,0.031,71.0,86.0,0.016,46.0,1.353,127.0,3.735,175.0,5.147,129.0,3.794,-35.0,-1.029,135.0,3.97,-12.0,-0.353,-96.0,-2.824,-15.0,11.0,-11.0,0.324,1.0,-5.0,0.225,2010.0,Kentucky,East Tennessee State,0.0
-341.0,-10.029,-120.0,-74.0,-0.044,-30.0,-37.0,-0.031,-71.0,-86.0,-0.016,-46.0,-1.353,-127.0,-3.735,-175.0,-5.147,-129.0,-3.794,35.0,1.029,-135.0,-3.97,12.0,0.353,96.0,2.824,15.0,-11.0,11.0,-0.324,-1.0,5.0,-0.225,2010.0,East Tennessee State,Kentucky,1.0
565.0,8.276,219.0,354.0,0.031,61.0,141.0,0.031,66.0,133.0,-0.026,58.0,0.111,111.0,0.2,171.0,0.375,136.0,2.692,45.0,0.473,34.0,0.379,22.0,-1.139,67.0,-0.406,-1.0,3.0,1.0,0.007,0.0,0.0,0.0,2010.0,Texas,Wake Forest,1.0
-565.0,-8.276,-219.0,-354.0,-0.031,-61.0,-141.0,-0.031,-66.0,-133.0,0.026,-58.0,-0.111,-111.0,-0.2,-171.0,-0.375,-136.0,-2.692,-45.0,-0.473,-34.0,-0.379,-22.0,1.139,-67.0,0.406,1.0,-3.0,-1.0,-0.007,0.0,0.0,0.0,2010.0,Wake Forest,Texas,0.0
127.0,10.382,13.0,-146.0,0.044,105.0,113.0,0.096,-4.0,-32.0,0.037,-52.0,-0.713,-125.0,-1.665,-178.0,-2.406,9.0,1.719,61.0,2.423,21.0,0.962,30.0,1.955,49.0,3.007,7.0,1.0,-4.0,0.111,-1.0,-1.0,0.054,2010.0,Temple,Cornell,1.0
-127.0,-10.382,-13.0,146.0,-0.044,-105.0,-113.0,-0.096,4.0,32.0,-0.037,52.0,0.713,125.0,1.665,178.0,2.406,-9.0,-1.719,-61.0,-2.423,-21.0,-0.962,-30.0,-1.955,-49.0,-3.007,-7.0,-1.0,4.0,-0.111,1.0,1.0,-0.054,2010.0,Cornell,Temple,0.0
267.0,1.898,73.0,177.0,-0.003,-37.0,-84.0,-0.011,158.0,284.0,-0.062,65.0,1.109,110.0,1.323,173.0,2.37,66.0,0.814,67.0,1.475,-40.0,-1.495,132.0,3.142,101.0,1.53,9.0,4.0,-1.0,0.055,2.0,-2.0,0.111,2010.0,Wisconsin,Wofford,0.0
-267.0,-1.898,-73.0,-177.0,0.003,37.0,84.0,0.011,-158.0,-284.0,0.062,-65.0,-1.109,-110.0,-1.323,-173.0,-2.37,-66.0,-0.814,-67.0,-1.475,40.0,1.495,-132.0,-3.142,-101.0,-1.53,-9.0,-4.0,1.0,-0.055,-2.0,2.0,-0.111,2010.0,Wofford,Wisconsin,1.0
226.0,6.849,86.0,196.0,-0.002,-91.0,-119.0,-0.081,145.0,210.0,-0.013,102.0,3.091,94.0,2.849,195.0,5.909,-38.0,-1.152,-21.0,-0.636,59.0,1.787,85.0,2.575,151.0,4.575,5.0,5.0,-5.0,0.152,0.0,0.0,0.0,2010.0,Marquette,Washington,1.0
-226.0,-6.849,-86.0,-196.0,0.002,91.0,119.0,0.081,-145.0,-210.0,0.013,-102.0,-3.091,-94.0,-2.849,-195.0,-5.909,38.0,1.152,21.0,0.636,-59.0,-1.787,-85.0,-2.575,-151.0,-4.575,-5.0,-5.0,5.0,-0.152,0.0,0.0,0.0,2010.0,Washington,Marquette,0.0
358.0,6.604,70.0,322.0,-0.045,59.0,197.0,-0.029,159.0,278.0,-0.049,143.0,3.841,91.0,1.376,235.0,5.247,97.0,2.198,22.0,0.274,12.0,0.16,-5.0,-0.883,33.0,-0.075,-11.0,6.0,-4.0,0.138,4.0,-4.0,0.25,2010.0,New Mexico,Montana,0.0
-358.0,-6.604,-70.0,-322.0,0.045,-59.0,-197.0,0.029,-159.0,-278.0,0.049,-143.0,-3.841,-91.0,-1.376,-235.0,-5.247,-97.0,-2.198,-22.0,-0.274,-12.0,-0.16,5.0,0.883,-33.0,0.075,11.0,-6.0,4.0,-0.138,-4.0,4.0,-0.25,2010.0,Montana,New Mexico,1.0
210.0,4.272,53.0,170.0,-0.012,42.0,56.0,0.035,62.0,25.0,0.069,0.0,-0.367,-10.0,-1.011,-10.0,-1.376,49.0,1.089,51.0,1.293,-1.0,-0.183,-46.0,-1.896,75.0,1.797,3.0,3.0,-2.0,0.074,1.0,-1.0,0.063,2010.0,Clemson,Missouri,1.0
-210.0,-4.272,-53.0,-170.0,0.012,-42.0,-56.0,-0.035,-62.0,-25.0,-0.069,0.0,0.367,10.0,1.011,10.0,1.376,-49.0,-1.089,-51.0,-1.293,1.0,0.183,46.0,1.896,-75.0,-1.797,-3.0,-3.0,2.0,-0.074,-1.0,1.0,-0.063,2010.0,Missouri,Clemson,0.0
355.0,3.78,108.0,256.0,-0.001,-27.0,-84.0,0.002,166.0,229.0,0.007,44.0,0.061,151.0,2.414,194.0,2.445,-60.0,-2.975,52.0,0.977,13.0,0.028,111.0,2.147,155.0,2.78,13.0,-1.0,4.0,-0.098,2.0,-4.0,0.216,2010.0,West Virginia,Morgan State,0.0
-355.0,-3.78,-108.0,-256.0,0.001,27.0,84.0,-0.002,-166.0,-229.0,-0.007,-44.0,-0.061,-151.0,-2.414,-194.0,-2.445,60.0,2.975,-52.0,-0.977,-13.0,-0.028,-111.0,-2.147,-155.0,-2.78,-13.0,1.0,-4.0,0.098,-2.0,4.0,-0.216,2010.0,Morgan State,West Virginia,1.0
578.0,6.269,192.0,253.0,0.041,77.0,193.0,0.028,117.0,152.0,0.019,49.0,-0.557,122.0,-0.25,173.0,-0.743,158.0,2.913,34.0,-0.08,90.0,1.856,56.0,-0.544,-31.0,-3.868,-8.0,11.0,-6.0,0.222,5.0,-5.0,0.313,2010.0,Kentucky,Wake Forest,0.0
-578.0,-6.269,-192.0,-253.0,-0.041,-77.0,-193.0,-0.028,-117.0,-152.0,-0.019,-49.0,0.557,-122.0,0.25,-173.0,0.743,-158.0,-2.913,-34.0,0.08,-90.0,-1.856,-56.0,0.544,31.0,3.868,8.0,-11.0,6.0,-0.222,-5.0,5.0,-0.313,2010.0,Wake Forest,Kentucky,1.0
243.0,7.839,105.0,97.0,0.036,67.0,45.0,0.073,-34.0,-42.0,-0.006,5.0,0.161,35.0,1.129,39.0,1.259,115.0,3.71,47.0,1.516,9.0,0.29,117.0,3.774,44.0,1.419,8.0,7.0,-7.0,0.225,0.0,-4.0,0.207,2010.0,Wisconsin,Cornell,1.0
-243.0,-7.839,-105.0,-97.0,-0.036,-67.0,-45.0,-0.073,34.0,42.0,0.006,-5.0,-0.161,-35.0,-1.129,-39.0,-1.259,-115.0,-3.71,-47.0,-1.516,-9.0,-0.29,-117.0,-3.774,-44.0,-1.419,-8.0,-7.0,7.0,-0.225,0.0,4.0,-0.207,2010.0,Cornell,Wisconsin,0.0
104.0,3.152,81.0,131.0,0.011,-92.0,-176.0,-0.05,34.0,-14.0,0.05,8.0,0.242,-16.0,-0.485,-9.0,-0.273,-14.0,-0.424,17.0,0.515,14.0,0.424,48.0,1.454,128.0,3.878,8.0,-2.0,2.0,-0.06,-3.0,5.0,-0.264,2010.0,New Mexico,Washington,1.0
-104.0,-3.152,-81.0,-131.0,-0.011,92.0,176.0,0.05,-34.0,14.0,-0.05,-8.0,-0.242,16.0,0.485,9.0,0.273,14.0,0.424,-17.0,-0.515,-14.0,-0.424,-48.0,-1.454,-128.0,-3.878,-8.0,2.0,-2.0,0.06,3.0,-5.0,0.264,2010.0,Washington,New Mexico,0.0
-74.0,-4.592,-42.0,-63.0,-0.007,-17.0,19.0,-0.035,27.0,69.0,-0.032,96.0,2.564,23.0,0.052,121.0,2.677,30.0,0.447,-165.0,-5.332,-17.0,-0.656,-38.0,-1.539,-13.0,-0.978,-8.0,5.0,-4.0,0.129,3.0,-1.0,0.097,2010.0,West Virginia,Missouri,0.0
74.0,4.592,42.0,63.0,0.007,17.0,-19.0,0.035,-27.0,-69.0,0.032,-96.0,-2.564,-23.0,-0.052,-121.0,-2.677,-30.0,-0.447,165.0,5.332,17.0,0.656,38.0,1.539,13.0,0.978,8.0,-5.0,4.0,-0.129,-3.0,1.0,-0.097,2010.0,Missouri,West Virginia,1.0
359.0,3.912,115.0,244.0,-0.001,-101.0,-106.0,-0.093,230.0,374.0,-0.05,156.0,3.771,172.0,3.047,329.0,6.847,-11.0,-1.778,26.0,0.136,125.0,3.332,111.0,2.192,2.0,-1.507,-11.0,2.0,1.0,-0.023,1.0,1.0,-0.054,2010.0,Kentucky,Cornell,0.0
-359.0,-3.912,-115.0,-244.0,0.001,101.0,106.0,0.093,-230.0,-374.0,0.05,-156.0,-3.771,-172.0,-3.047,-329.0,-6.847,11.0,1.778,-26.0,-0.136,-125.0,-3.332,-111.0,-2.192,-2.0,1.507,11.0,-2.0,-1.0,0.023,-1.0,-1.0,0.054,2010.0,Cornell,Kentucky,1.0
225.0,6.818,86.0,113.0,0.018,-58.0,-156.0,-0.011,111.0,121.0,0.031,-57.0,-1.727,77.0,2.333,19.0,0.576,-56.0,-1.697,55.0,1.667,-2.0,-0.061,46.0,1.394,107.0,3.242,9.0,-2.0,2.0,-0.06,-2.0,2.0,-0.111,2010.0,West Virginia,Washington,0.0
-225.0,-6.818,-86.0,-113.0,-0.018,58.0,156.0,0.011,-111.0,-121.0,-0.031,57.0,1.727,-77.0,-2.333,-19.0,-0.576,56.0,1.697,-55.0,-1.667,2.0,0.061,-46.0,-1.394,-107.0,-3.242,-9.0,2.0,-2.0,0.06,2.0,-2.0,0.111,2010.0,Washington,West Virginia,1.0
286.0,6.265,118.0,66.0,0.045,-26.0,-87.0,0.005,76.0,130.0,-0.017,-17.0,-0.91,174.0,4.489,157.0,3.579,-18.0,-0.991,62.0,1.659,114.0,3.235,117.0,3.111,-52.0,-2.068,-1.0,3.0,-2.0,0.064,1.0,-3.0,0.153,2010.0,Kentucky,West Virginia,1.0
-286.0,-6.265,-118.0,-66.0,-0.045,26.0,87.0,-0.005,-76.0,-130.0,0.017,17.0,0.91,-174.0,-4.489,-157.0,-3.579,18.0,0.991,-62.0,-1.659,-114.0,-3.235,-117.0,-3.111,52.0,2.068,1.0,-3.0,2.0,-0.064,-1.0,3.0,-0.153,2010.0,West Virginia,Kentucky,0.0
590.0,13.565,210.0,366.0,0.029,126.0,241.0,0.078,44.0,-50.0,0.1,93.0,2.087,24.0,-0.7,117.0,1.386,73.0,1.41,15.0,0.038,33.0,0.768,-172.0,-6.047,-100.0,-4.281,-15.0,12.0,-10.0,0.322,-1.0,-1.0,0.034,2010.0,Duke,Arkansas-Pine Bluff ,0.0
-590.0,-13.565,-210.0,-366.0,-0.029,-126.0,-241.0,-0.078,-44.0,50.0,-0.1,-93.0,-2.087,-24.0,0.7,-117.0,-1.386,-73.0,-1.41,-15.0,-0.038,-33.0,-0.768,172.0,6.047,100.0,4.281,15.0,-12.0,10.0,-0.322,1.0,1.0,-0.034,2010.0,Arkansas-Pine Bluff ,Duke,1.0
130.0,1.626,71.0,29.0,0.03,-40.0,-176.0,0.034,28.0,-12.0,0.054,-108.0,-3.686,51.0,0.88,-56.0,-2.774,-21.0,-1.107,-62.0,-2.114,-52.0,-1.703,-44.0,-1.746,-84.0,-3.155,-1.0,3.0,-2.0,0.072,2.0,-2.0,0.111,2010.0,California,Louisville,0.0
-130.0,-1.626,-71.0,-29.0,-0.03,40.0,176.0,-0.034,-28.0,12.0,-0.054,108.0,3.686,-51.0,-0.88,56.0,2.774,21.0,1.107,62.0,2.114,52.0,1.703,44.0,1.746,84.0,3.155,1.0,-3.0,2.0,-0.072,-2.0,2.0,-0.111,2010.0,Louisville,California,1.0
210.0,1.956,152.0,136.0,0.049,40.0,-26.0,0.086,-134.0,-291.0,0.102,-17.0,-1.131,85.0,1.131,67.0,-0.031,185.0,4.722,-53.0,-1.947,11.0,0.123,-41.0,-1.918,-49.0,-2.531,7.0,4.0,-2.0,0.075,3.0,-3.0,0.187,2010.0,Texas A&M,Utah State,0.0
-210.0,-1.956,-152.0,-136.0,-0.049,-40.0,26.0,-0.086,134.0,291.0,-0.102,17.0,1.131,-85.0,-1.131,-67.0,0.031,-185.0,-4.722,53.0,1.947,-11.0,-0.123,41.0,1.918,49.0,2.531,-7.0,-4.0,2.0,-0.075,-3.0,3.0,-0.187,2010.0,Utah State,Texas A&M,1.0
215.0,4.361,113.0,197.0,0.013,-15.0,-53.0,0.004,4.0,66.0,-0.056,99.0,2.726,121.0,3.014,221.0,5.769,28.0,0.424,69.0,1.882,-25.0,-0.893,54.0,1.311,-143.0,-4.9,9.0,0.0,1.0,-0.026,3.0,-3.0,0.166,2010.0,Purdue,Siena,0.0
-215.0,-4.361,-113.0,-197.0,-0.013,15.0,53.0,-0.004,-4.0,-66.0,0.056,-99.0,-2.726,-121.0,-3.014,-221.0,-5.769,-28.0,-0.424,-69.0,-1.882,25.0,0.893,-54.0,-1.311,143.0,4.9,-9.0,0.0,-1.0,0.026,-3.0,3.0,-0.166,2010.0,Siena,Purdue,1.0
289.0,8.5,18.0,-65.0,0.025,98.0,150.0,0.078,155.0,150.0,0.078,-129.0,-3.794,-6.0,-0.177,-135.0,-3.971,46.0,1.353,-78.0,-2.295,2.0,0.059,-87.0,-2.559,-17.0,-0.5,-5.0,-5.0,5.0,-0.147,-5.0,5.0,-0.277,2010.0,Notre Dame,Old Dominion,1.0
-289.0,-8.5,-18.0,65.0,-0.025,-98.0,-150.0,-0.078,-155.0,-150.0,-0.078,129.0,3.794,6.0,0.177,135.0,3.971,-46.0,-1.353,78.0,2.295,-2.0,-0.059,87.0,2.559,17.0,0.5,5.0,5.0,-5.0,0.147,5.0,-5.0,0.277,2010.0,Old Dominion,Notre Dame,0.0
-73.0,-2.281,-2.0,-95.0,0.023,-52.0,-163.0,0.015,-17.0,-46.0,0.023,-9.0,-0.281,47.0,1.469,37.0,1.156,-208.0,-6.5,-45.0,-1.406,141.0,4.406,18.0,0.563,-70.0,-2.187,-11.0,0.0,0.0,0.0,-3.0,3.0,-0.187,2010.0,Baylor,Sam Houston State,0.0
73.0,2.281,2.0,95.0,-0.023,52.0,163.0,-0.015,17.0,46.0,-0.023,9.0,0.281,-47.0,-1.469,-37.0,-1.156,208.0,6.5,45.0,1.406,-141.0,-4.406,-18.0,-0.563,70.0,2.187,11.0,0.0,0.0,0.0,3.0,-3.0,0.187,2010.0,Sam Houston State,Baylor,1.0
108.0,10.19,32.0,-98.0,0.042,23.0,-45.0,0.061,21.0,-27.0,0.067,36.0,1.941,-25.0,1.45,10.0,3.36,76.0,3.681,-123.0,-3.163,10.0,0.767,-25.0,0.261,-90.0,-1.172,3.0,3.0,-6.0,0.168,-2.0,0.0,-0.026,2010.0,Richmond,Saint Mary's,1.0
-108.0,-10.19,-32.0,98.0,-0.042,-23.0,45.0,-0.061,-21.0,27.0,-0.067,-36.0,-1.941,25.0,-1.45,-10.0,-3.36,-76.0,-3.681,123.0,3.163,-10.0,-0.767,25.0,-0.261,90.0,1.172,-3.0,-3.0,6.0,-0.168,2.0,0.0,0.026,2010.0,Saint Mary's,Richmond,0.0
230.0,14.048,63.0,29.0,0.028,47.0,109.0,0.011,57.0,-23.0,0.09,9.0,1.31,25.0,2.882,35.0,4.223,5.0,1.371,-16.0,0.215,43.0,1.609,-71.0,-0.887,-32.0,1.029,-13.0,0.0,-3.0,0.066,-2.0,2.0,-0.111,2010.0,Villanova,Robert Morris,0.0
-230.0,-14.048,-63.0,-29.0,-0.028,-47.0,-109.0,-0.011,-57.0,23.0,-0.09,-9.0,-1.31,-25.0,-2.882,-35.0,-4.223,-5.0,-1.371,16.0,-0.215,-43.0,-1.609,71.0,0.887,32.0,-1.029,13.0,0.0,3.0,-0.066,2.0,-2.0,0.111,2010.0,Robert Morris,Villanova,1.0
78.0,0.001,-20.0,118.0,-0.037,40.0,90.0,0.009,78.0,97.0,0.006,118.0,3.179,36.0,0.388,153.0,3.536,-3.0,-0.514,47.0,1.215,61.0,1.721,-25.0,-1.083,69.0,1.53,-7.0,6.0,-5.0,0.156,0.0,-2.0,0.09,2010.0,Duke,California,0.0
-78.0,-0.001,20.0,-118.0,0.037,-40.0,-90.0,-0.009,-78.0,-97.0,-0.006,-118.0,-3.179,-36.0,-0.388,-153.0,-3.536,3.0,0.514,-47.0,-1.215,-61.0,-1.721,25.0,1.083,-69.0,-1.53,7.0,-6.0,5.0,-0.156,0.0,2.0,-0.09,2010.0,California,Duke,1.0
-21.0,-0.656,29.0,51.0,0.004,-25.0,-52.0,-0.014,-54.0,-152.0,0.065,-53.0,-1.657,-55.0,-1.719,-109.0,-3.406,58.0,1.812,10.0,0.312,34.0,1.063,-44.0,-1.375,5.0,0.157,-1.0,4.0,-4.0,0.125,3.0,-1.0,0.09,2010.0,Purdue,Texas A&M,0.0
21.0,0.656,-29.0,-51.0,-0.004,25.0,52.0,0.014,54.0,152.0,-0.065,53.0,1.657,55.0,1.719,109.0,3.406,-58.0,-1.812,-10.0,-0.312,-34.0,-1.063,44.0,1.375,-5.0,-0.157,1.0,-4.0,4.0,-0.125,-3.0,1.0,-0.09,2010.0,Texas A&M,Purdue,1.0
188.0,10.096,5.0,-152.0,0.04,72.0,90.0,0.074,106.0,77.0,0.084,-101.0,-2.301,46.0,2.882,-56.0,0.551,-79.0,-1.5,-61.0,-1.418,125.0,4.09,14.0,1.232,39.0,2.199,-8.0,-2.0,0.0,-0.013,-4.0,2.0,-0.145,2010.0,Baylor,Old Dominion,0.0
-188.0,-10.096,-5.0,152.0,-0.04,-72.0,-90.0,-0.074,-106.0,-77.0,-0.084,101.0,2.301,-46.0,-2.882,56.0,-0.551,79.0,1.5,61.0,1.418,-125.0,-4.09,-14.0,-1.232,-39.0,-2.199,8.0,2.0,0.0,0.013,4.0,-2.0,0.145,2010.0,Old Dominion,Baylor,1.0
95.0,3.064,-19.0,50.0,-0.023,-24.0,-3.0,-0.036,157.0,220.0,-0.013,57.0,1.839,-14.0,-0.451,45.0,1.452,-78.0,-2.516,81.0,2.613,-45.0,-1.452,72.0,2.323,174.0,5.613,-8.0,-5.0,5.0,-0.161,2.0,2.0,-0.064,2010.0,Villanova,Saint Mary's,1.0
-95.0,-3.064,19.0,-50.0,0.023,24.0,3.0,0.036,-157.0,-220.0,0.013,-57.0,-1.839,14.0,0.451,-45.0,-1.452,78.0,2.516,-81.0,-2.613,45.0,1.452,-72.0,-2.323,-174.0,-5.613,8.0,5.0,-5.0,0.161,-2.0,-2.0,0.064,2010.0,Saint Mary's,Villanova,0.0
376.0,6.877,107.0,266.0,-0.006,85.0,133.0,0.063,77.0,67.0,0.037,156.0,4.056,99.0,1.644,255.0,5.699,25.0,-0.09,13.0,-0.024,0.0,-0.263,23.0,0.046,31.0,-0.188,-3.0,2.0,0.0,0.009,-1.0,-1.0,0.034,2010.0,Duke,Purdue,0.0
-376.0,-6.877,-107.0,-266.0,0.006,-85.0,-133.0,-0.063,-77.0,-67.0,-0.037,-156.0,-4.056,-99.0,-1.644,-255.0,-5.699,-25.0,0.09,-13.0,0.024,0.0,0.263,-23.0,-0.046,-31.0,0.188,3.0,-2.0,0.0,-0.009,1.0,1.0,-0.034,2010.0,Purdue,Duke,1.0
20.0,-1.859,9.0,15.0,0.001,-34.0,-51.0,-0.022,36.0,78.0,-0.035,54.0,1.375,64.0,1.226,119.0,2.633,-60.0,-2.387,45.0,1.245,59.0,1.676,96.0,2.648,54.0,1.165,-7.0,-3.0,4.0,-0.122,0.0,2.0,-0.098,2010.0,Baylor,Saint Mary's,0.0
-20.0,1.859,-9.0,-15.0,-0.001,34.0,51.0,0.022,-36.0,-78.0,0.035,-54.0,-1.375,-64.0,-1.226,-119.0,-2.633,60.0,2.387,-45.0,-1.245,-59.0,-1.676,-96.0,-2.648,-54.0,-1.165,7.0,3.0,-4.0,0.122,0.0,-2.0,0.098,2010.0,Saint Mary's,Baylor,1.0
167.0,0.346,17.0,240.0,-0.049,28.0,85.0,-0.008,105.0,108.0,0.034,82.0,1.743,-43.0,-2.794,39.0,-1.051,26.0,-0.059,29.0,0.476,-82.0,-2.825,-80.0,-3.173,57.0,0.625,-2.0,4.0,-2.0,0.072,2.0,-2.0,0.124,2010.0,Duke,Baylor,0.0
-167.0,-0.346,-17.0,-240.0,0.049,-28.0,-85.0,0.008,-105.0,-108.0,-0.034,-82.0,-1.743,43.0,2.794,-39.0,1.051,-26.0,0.059,-29.0,-0.476,82.0,2.825,80.0,3.173,-57.0,-0.625,2.0,-4.0,2.0,-0.072,-2.0,2.0,-0.124,2010.0,Baylor,Duke,1.0
81.0,2.531,134.0,213.0,0.02,-63.0,-173.0,-0.009,-124.0,-107.0,-0.067,134.0,4.187,57.0,1.782,190.0,5.937,124.0,3.876,-4.0,-0.125,20.0,0.625,52.0,1.624,-27.0,-0.844,0.0,-7.0,7.0,-0.219,-4.0,4.0,-0.222,2010.0,Michigan State,Butler,1.0
-81.0,-2.531,-134.0,-213.0,-0.02,63.0,173.0,0.009,124.0,107.0,0.067,-134.0,-4.187,-57.0,-1.782,-190.0,-5.937,-124.0,-3.876,4.0,0.125,-20.0,-0.625,-52.0,-1.624,27.0,0.844,0.0,7.0,-7.0,0.219,4.0,-4.0,0.222,2010.0,Butler,Michigan State,0.0
243.0,5.001,67.0,125.0,0.006,28.0,-10.0,0.046,81.0,42.0,0.067,-14.0,-0.821,84.0,1.842,69.0,0.991,-44.0,-1.756,49.0,1.276,11.0,0.206,-5.0,-0.477,25.0,0.197,-1.0,1.0,0.0,0.005,0.0,-2.0,0.09,2010.0,Duke,West Virginia,0.0
-243.0,-5.001,-67.0,-125.0,-0.006,-28.0,10.0,-0.046,-81.0,-42.0,-0.067,14.0,0.821,-84.0,-1.842,-69.0,-0.991,44.0,1.756,-49.0,-1.276,-11.0,-0.206,5.0,0.477,-25.0,-0.197,1.0,-1.0,0.0,-0.005,0.0,2.0,-0.09,2010.0,West Virginia,Duke,1.0
408.0,7.877,174.0,441.0,-0.013,41.0,40.0,0.04,19.0,10.0,0.015,186.0,4.993,75.0,0.894,260.0,5.855,64.0,1.129,15.0,0.038,64.0,1.737,-24.0,-1.423,37.0,0.0,-4.0,-2.0,4.0,-0.116,-5.0,3.0,-0.188,2010.0,Duke,Butler,0.0
